Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Default,Cred_length
30,24414,RENT,0.0,MEDICAL,5000,6.91,0,0.2,N,5
33,24720,RENT,5.0,DEBTCONSOLIDATION,5000,7.49,0,0.2,N,5
31,24996,RENT,0.0,DEBTCONSOLIDATION,5000,12.99,1,0.2,N,8
35,24996,RENT,0.0,VENTURE,5000,8.49,0,0.2,N,6
31,60380,MORTGAGE,10.0,PERSONAL,6000,11.48,0,0.1,N,10
30,25000,RENT,2.0,HOMEIMPROVEMENT,5000,9.91,1,0.2,N,7
28,25000,RENT,1.0,EDUCATION,5000,7.51,0,0.2,N,7
27,25000,RENT,2.0,PERSONAL,5000,9.62,0,0.2,N,7
28,60589,MORTGAGE,1.0,HOMEIMPROVEMENT,2650,9.88,0,0.04,N,10
28,54600,MORTGAGE,13.0,EDUCATION,20000,11.89,1,0.37,N,5
30,60600,MORTGAGE,1.0,EDUCATION,3000,7.12,0,0.05,N,6
29,25000,RENT,3.0,MEDICAL,5000,10.95,0,0.2,N,10
32,25200,RENT,0.0,PERSONAL,5000,7.91,0,0.2,N,5
34,25480,RENT,6.0,MEDICAL,5000,12.8,1,0.2,N,5
32,25591,RENT,4.0,VENTURE,5000,10.65,0,0.2,N,9
28,26000,RENT,2.0,DEBTCONSOLIDATION,5000,7.9,0,0.19,N,6
28,26000,RENT,9.0,MEDICAL,5000,11.71,0,0.19,N,7
28,60996,MORTGAGE,11.0,PERSONAL,24250,16.4,0,0.4,N,8
28,54996,MORTGAGE,8.0,EDUCATION,16750,10.38,1,0.3,N,9
33,26100,RENT,16.0,PERSONAL,5000,10.75,0,0.19,N,6
28,26400,RENT,7.0,PERSONAL,5000,13.11,1,0.19,Y,6
28,26496,RENT,2.0,MEDICAL,5000,14.83,1,0.19,Y,10
28,61000,MORTGAGE,12.0,PERSONAL,12000,6.03,0,0.2,N,7
30,61000,MORTGAGE,2.0,DEBTCONSOLIDATION,4000,7.9,0,0.07,N,7
32,61000,MORTGAGE,3.0,PERSONAL,2000,7.9,0,0.03,N,7
27,27000,RENT,1.0,DEBTCONSOLIDATION,5000,7.88,0,0.19,N,8
29,27000,RENT,8.0,PERSONAL,5000,6.76,0,0.19,N,9
34,61000,OWN,7.0,VENTURE,5000,5.42,0,0.08,N,6
32,55000,MORTGAGE,14.0,HOMEIMPROVEMENT,16000,10.59,1,0.29,N,7
28,61000,MORTGAGE,12.0,PERSONAL,12000,9.99,0,0.2,N,5
27,61000,MORTGAGE,6.0,DEBTCONSOLIDATION,1050,8.49,0,0.02,N,9
27,61000,MORTGAGE,11.0,MEDICAL,1200,10.37,0,0.02,N,5
30,27396,RENT,0.0,MEDICAL,5000,,0,0.18,N,5
29,27911,RENT,1.0,MEDICAL,5000,17.51,1,0.18,N,7
29,56000,RENT,0.0,PERSONAL,8000,,1,0.14,Y,5
32,62000,RENT,1.0,HOMEIMPROVEMENT,8000,9.99,0,0.13,N,5
30,61000,MORTGAGE,4.0,PERSONAL,4500,6.54,0,0.07,N,6
35,61000,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,6.54,0,0.1,N,7
29,61000,MORTGAGE,9.0,PERSONAL,9000,7.88,0,0.15,N,7
29,55000,MORTGAGE,0.0,VENTURE,5000,12.73,1,0.09,Y,7
33,62000,RENT,4.0,VENTURE,8000,11.48,0,0.13,N,7
29,62400,RENT,3.0,HOMEIMPROVEMENT,8000,6.62,0,0.13,N,8
28,63000,RENT,10.0,VENTURE,8000,16.29,0,0.13,N,7
27,63000,RENT,2.0,HOMEIMPROVEMENT,8000,7.51,0,0.13,N,6
28,61104,MORTGAGE,2.0,HOMEIMPROVEMENT,4400,8.9,0,0.07,N,8
31,64000,RENT,9.0,HOMEIMPROVEMENT,8000,14.22,0,0.13,Y,9
31,61104,MORTGAGE,3.0,HOMEIMPROVEMENT,15000,9.25,0,0.25,N,10
27,64800,RENT,3.0,VENTURE,8000,13.49,0,0.12,N,10
30,65000,RENT,2.0,MEDICAL,8000,7.51,0,0.12,N,5
29,61200,MORTGAGE,,HOMEIMPROVEMENT,17000,6.03,0,0.28,N,10
30,61200,MORTGAGE,,EDUCATION,8000,6.62,0,0.13,N,8
31,65000,RENT,2.0,MEDICAL,8000,6.99,0,0.12,N,9
32,61200,MORTGAGE,,HOMEIMPROVEMENT,15000,6.99,0,0.25,N,10
27,61200,MORTGAGE,5.0,MEDICAL,4500,11.86,0,0.07,N,7
27,65000,RENT,11.0,EDUCATION,8000,10.37,0,0.12,N,6
27,61200,MORTGAGE,,HOMEIMPROVEMENT,5700,11.12,0,0.09,N,6
29,61240,MORTGAGE,4.0,VENTURE,7000,,0,0.11,Y,7
32,59000,RENT,1.0,PERSONAL,8000,14.96,1,0.14,Y,10
32,59004,RENT,0.0,MEDICAL,8000,16.49,1,0.14,Y,8
31,61400,MORTGAGE,15.0,PERSONAL,15000,10.25,0,0.24,N,10
27,61400,MORTGAGE,3.0,PERSONAL,10000,,0,0.16,Y,9
28,61425,OWN,2.0,VENTURE,9000,5.99,0,0.15,N,7
35,61440,MORTGAGE,7.0,HOMEIMPROVEMENT,3500,7.9,0,0.06,N,9
29,55476,MORTGAGE,1.0,MEDICAL,10000,15.33,1,0.18,Y,8
34,61476,MORTGAGE,12.0,HOMEIMPROVEMENT,9200,7.74,0,0.15,N,7
27,66000,RENT,2.0,EDUCATION,8000,14.79,0,0.12,Y,7
32,66000,RENT,1.0,HOMEIMPROVEMENT,8000,7.29,0,0.12,N,10
27,67200,RENT,0.0,PERSONAL,8000,6.03,0,0.12,N,5
27,61500,MORTGAGE,3.0,HOMEIMPROVEMENT,6000,10.99,0,0.1,N,7
27,68120,RENT,6.0,EDUCATION,8000,10.0,0,0.12,N,5
27,68500,RENT,4.0,HOMEIMPROVEMENT,8000,6.62,0,0.12,N,10
32,61572,MORTGAGE,0.0,VENTURE,15000,13.57,0,0.24,N,7
33,68500,RENT,6.0,HOMEIMPROVEMENT,8000,10.62,0,0.12,N,6
32,63000,RENT,9.0,DEBTCONSOLIDATION,8000,10.74,1,0.13,N,5
30,61800,MORTGAGE,6.0,DEBTCONSOLIDATION,20000,11.36,0,0.32,N,8
28,61838,MORTGAGE,12.0,EDUCATION,10675,7.49,0,0.17,N,7
29,61848,OWN,13.0,VENTURE,5000,10.38,0,0.08,N,10
31,70000,RENT,4.0,EDUCATION,8000,10.99,0,0.11,N,6
29,70000,RENT,13.0,EDUCATION,8000,7.49,0,0.11,N,5
28,54400,RENT,1.0,MEDICAL,8000,15.65,1,0.13,N,10
27,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,15000,,0,0.24,N,8
30,70000,RENT,2.0,MEDICAL,8000,13.11,0,0.11,Y,6
29,70000,RENT,9.0,PERSONAL,8000,12.53,0,0.11,N,5
27,70000,RENT,11.0,HOMEIMPROVEMENT,8000,12.92,0,0.11,Y,6
29,70004,RENT,0.0,MEDICAL,8000,9.63,0,0.11,N,9
35,71000,RENT,3.0,EDUCATION,8000,11.49,0,0.11,N,6
35,62000,MORTGAGE,0.0,EDUCATION,9475,6.03,0,0.15,N,5
30,71000,RENT,8.0,MEDICAL,8000,11.12,0,0.11,N,8
31,72000,RENT,0.0,HOMEIMPROVEMENT,8000,7.9,0,0.11,N,7
30,62000,MORTGAGE,1.0,VENTURE,15000,6.03,0,0.24,N,10
29,62000,MORTGAGE,9.0,HOMEIMPROVEMENT,9000,6.62,0,0.15,N,7
29,62000,OWN,4.0,EDUCATION,15000,6.03,0,0.24,N,7
29,62000,MORTGAGE,6.0,VENTURE,12000,7.51,0,0.19,N,5
31,62000,MORTGAGE,9.0,MEDICAL,2500,14.65,0,0.04,Y,6
34,62000,MORTGAGE,18.0,HOMEIMPROVEMENT,28000,11.71,0,0.45,N,10
29,62000,MORTGAGE,5.0,DEBTCONSOLIDATION,10000,5.99,0,0.16,N,8
29,72000,RENT,0.0,MEDICAL,8000,13.57,0,0.11,Y,9
27,62000,MORTGAGE,2.0,HOMEIMPROVEMENT,5000,5.42,0,0.08,N,5
31,72100,RENT,1.0,HOMEIMPROVEMENT,8000,14.65,0,0.11,Y,10
29,73000,RENT,2.0,HOMEIMPROVEMENT,8000,7.4,0,0.11,N,7
30,73008,RENT,5.0,VENTURE,8000,9.99,0,0.11,N,7
28,75000,RENT,6.0,EDUCATION,8000,7.9,0,0.11,N,6
27,62000,MORTGAGE,11.0,EDUCATION,4150,18.39,0,0.07,N,5
27,75000,RENT,2.0,EDUCATION,8000,13.49,0,0.11,Y,5
29,62000,MORTGAGE,14.0,EDUCATION,9600,18.39,0,0.15,N,10
29,56000,MORTGAGE,4.0,MEDICAL,8000,11.49,1,0.14,N,5
31,62000,MORTGAGE,7.0,PERSONAL,7500,10.99,0,0.12,N,5
30,62000,MORTGAGE,7.0,PERSONAL,9600,11.99,0,0.15,N,8
29,76000,RENT,2.0,HOMEIMPROVEMENT,8000,11.36,0,0.11,N,5
27,76860,RENT,4.0,DEBTCONSOLIDATION,8000,5.79,0,0.1,N,6
31,78000,RENT,2.0,VENTURE,8000,7.9,0,0.1,N,7
28,61200,RENT,12.0,MEDICAL,8000,10.38,1,0.11,N,8
27,78500,RENT,6.0,VENTURE,8000,8.59,0,0.1,N,5
31,62000,MORTGAGE,4.0,VENTURE,6550,5.79,0,0.11,N,5
31,80000,RENT,1.0,EDUCATION,8000,12.61,0,0.1,Y,7
27,56000,MORTGAGE,2.0,HOMEIMPROVEMENT,10000,6.91,1,0.18,N,8
27,80500,RENT,2.0,PERSONAL,8000,8.49,0,0.1,N,9
29,62000,MORTGAGE,10.0,EDUCATION,3600,7.14,0,0.06,N,9
28,82000,RENT,12.0,PERSONAL,8000,7.49,0,0.1,N,10
33,62000,MORTGAGE,3.0,EDUCATION,10000,7.88,0,0.16,N,6
30,62000,MORTGAGE,4.0,PERSONAL,8000,,0,0.13,N,10
29,82710,RENT,2.0,PERSONAL,8000,13.49,0,0.1,Y,9
29,62000,MORTGAGE,4.0,PERSONAL,3000,14.84,0,0.05,N,7
31,62000,MORTGAGE,4.0,HOMEIMPROVEMENT,17000,,0,0.27,N,10
29,83500,RENT,1.0,MEDICAL,8000,11.49,0,0.1,N,8
32,62000,MORTGAGE,6.0,PERSONAL,6000,11.36,0,0.1,N,6
33,62000,MORTGAGE,3.0,EDUCATION,3700,6.39,0,0.06,N,7
28,85000,RENT,8.0,DEBTCONSOLIDATION,8000,11.71,0,0.09,N,5
30,62000,MORTGAGE,9.0,EDUCATION,5000,13.11,0,0.08,Y,8
32,62000,MORTGAGE,3.0,EDUCATION,20000,11.36,0,0.32,N,9
29,85000,RENT,12.0,PERSONAL,8000,10.62,0,0.09,N,8
29,62000,MORTGAGE,4.0,HOMEIMPROVEMENT,20000,,0,0.32,Y,10
28,62000,MORTGAGE,8.0,PERSONAL,5000,10.25,0,0.08,N,6
27,62000,MORTGAGE,6.0,VENTURE,3600,7.14,0,0.06,N,9
28,86000,RENT,13.0,MEDICAL,8000,5.99,0,0.09,N,10
34,86400,RENT,0.0,MEDICAL,8000,13.49,0,0.09,Y,9
32,62000,OWN,1.0,EDUCATION,15000,12.18,0,0.24,N,6
27,90000,RENT,0.0,MEDICAL,8000,10.99,0,0.09,N,10
33,62000,OWN,2.0,HOMEIMPROVEMENT,9800,13.79,0,0.16,Y,10
32,90000,RENT,0.0,PERSONAL,8000,7.88,0,0.09,N,5
29,62000,MORTGAGE,0.0,PERSONAL,10000,12.41,0,0.16,Y,9
27,93000,RENT,1.0,MEDICAL,8000,,0,0.09,N,7
34,93100,RENT,2.0,HOMEIMPROVEMENT,8000,,0,0.09,N,9
28,56000,MORTGAGE,5.0,HOMEIMPROVEMENT,5050,12.29,1,0.09,Y,5
27,56000,MORTGAGE,0.0,EDUCATION,25000,13.55,1,0.45,N,8
28,95000,RENT,5.0,EDUCATION,8000,12.42,0,0.08,N,6
31,95000,RENT,5.0,PERSONAL,8000,,0,0.08,N,10
27,62000,MORTGAGE,1.0,HOMEIMPROVEMENT,3275,9.33,0,0.05,N,8
29,62004,MORTGAGE,0.0,MEDICAL,12000,11.11,0,0.19,N,7
29,99000,RENT,3.0,HOMEIMPROVEMENT,8000,12.99,0,0.08,Y,8
33,104000,RENT,9.0,DEBTCONSOLIDATION,8000,11.58,0,0.08,N,8
31,62100,MORTGAGE,,EDUCATION,4800,,0,0.08,Y,10
34,105000,RENT,0.0,PERSONAL,8000,8.38,0,0.08,N,8
29,105500,RENT,4.0,PERSONAL,8000,7.49,0,0.08,N,7
28,103000,RENT,0.0,EDUCATION,8000,14.61,1,0.08,N,10
32,62217,MORTGAGE,2.0,MEDICAL,6000,14.27,0,0.1,Y,6
30,62256,MORTGAGE,1.0,HOMEIMPROVEMENT,9000,15.05,0,0.14,Y,10
30,108000,RENT,1.0,PERSONAL,8000,14.96,1,0.07,Y,7
28,62352,MORTGAGE,3.0,DEBTCONSOLIDATION,3800,6.62,0,0.06,N,7
35,125000,RENT,11.0,EDUCATION,8000,,0,0.06,Y,7
30,62400,MORTGAGE,2.0,HOMEIMPROVEMENT,6000,6.03,0,0.1,N,10
33,56400,MORTGAGE,3.0,EDUCATION,8500,12.42,1,0.15,N,6
34,130000,RENT,2.0,VENTURE,8000,10.99,0,0.06,N,10
27,62400,MORTGAGE,11.0,VENTURE,1000,5.42,0,0.02,N,7
30,132640,RENT,6.0,VENTURE,8000,13.57,0,0.06,N,5
27,62400,MORTGAGE,12.0,DEBTCONSOLIDATION,12000,5.42,0,0.19,N,8
28,62400,MORTGAGE,,MEDICAL,5400,7.29,0,0.09,N,7
28,150000,RENT,1.0,EDUCATION,8000,11.71,0,0.05,N,10
31,62400,MORTGAGE,8.0,EDUCATION,8500,14.09,0,0.14,N,5
31,56400,MORTGAGE,,MEDICAL,4000,13.35,1,0.07,N,5
27,150000,RENT,2.0,EDUCATION,8000,,0,0.05,N,7
33,155000,RENT,3.0,MEDICAL,8000,7.9,0,0.05,N,6
28,160000,RENT,7.0,PERSONAL,8000,12.69,0,0.05,N,7
27,160000,RENT,4.0,EDUCATION,8000,12.42,0,0.05,N,9
29,215000,RENT,2.0,MEDICAL,8000,10.71,0,0.04,N,7
31,552000,RENT,0.0,PERSONAL,8000,7.29,0,0.01,N,10
32,62400,MORTGAGE,7.0,DEBTCONSOLIDATION,20000,12.53,0,0.32,N,6
30,648000,RENT,,DEBTCONSOLIDATION,8000,12.73,0,0.01,Y,10
27,67000,RENT,1.0,DEBTCONSOLIDATION,8050,14.72,0,0.12,N,9
33,55200,RENT,3.0,VENTURE,8100,,0,0.15,Y,10
30,62496,MORTGAGE,14.0,PERSONAL,3200,,0,0.05,N,8
32,35004,RENT,3.0,MEDICAL,8150,16.49,0,0.23,Y,5
35,62500,OWN,2.0,MEDICAL,1600,5.42,0,0.03,N,5
27,62500,MORTGAGE,2.0,DEBTCONSOLIDATION,12000,7.66,0,0.19,N,8
30,62500,MORTGAGE,8.0,MEDICAL,15000,6.91,0,0.24,N,10
33,42996,RENT,2.0,DEBTCONSOLIDATION,8200,7.88,0,0.19,N,9
29,62500,MORTGAGE,13.0,DEBTCONSOLIDATION,5000,11.36,0,0.08,N,7
29,77000,RENT,0.0,EDUCATION,8225,,0,0.11,N,10
31,62500,OWN,0.0,VENTURE,3000,13.92,0,0.05,Y,5
28,32500,RENT,0.0,MEDICAL,8250,7.51,0,0.25,N,10
35,48000,RENT,7.0,MEDICAL,8250,7.51,0,0.17,N,6
27,62570,MORTGAGE,11.0,EDUCATION,25000,14.84,0,0.4,N,5
28,56664,MORTGAGE,12.0,PERSONAL,16300,14.91,1,0.29,Y,10
28,62851,MORTGAGE,8.0,DEBTCONSOLIDATION,12000,,0,0.19,N,6
33,62910,OWN,3.0,PERSONAL,7075,17.58,0,0.11,N,8
32,19000,RENT,1.0,PERSONAL,8325,6.62,1,0.44,N,9
31,26900,RENT,1.0,VENTURE,8325,7.51,1,0.31,N,7
28,81120,RENT,0.0,PERSONAL,8350,7.49,0,0.1,N,8
27,63000,MORTGAGE,12.0,DEBTCONSOLIDATION,15500,14.65,0,0.25,N,5
33,63000,MORTGAGE,7.0,DEBTCONSOLIDATION,18250,8.9,0,0.29,N,9
28,30000,RENT,0.0,PERSONAL,8400,11.89,0,0.28,N,10
31,63000,OWN,,MEDICAL,5000,6.03,0,0.08,N,5
30,32000,RENT,3.0,HOMEIMPROVEMENT,8400,13.98,1,0.26,N,9
30,63000,MORTGAGE,14.0,DEBTCONSOLIDATION,3500,7.49,0,0.06,N,7
27,63000,MORTGAGE,11.0,EDUCATION,1700,8.49,0,0.03,N,5
34,32758,RENT,0.0,DEBTCONSOLIDATION,8400,14.96,1,0.26,N,5
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,4400,5.99,0,0.07,N,8
28,63000,MORTGAGE,7.0,EDUCATION,8575,13.49,0,0.14,N,8
35,33144,RENT,3.0,VENTURE,8400,14.91,0,0.25,N,8
34,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,18000,11.49,0,0.29,N,9
34,57000,MORTGAGE,6.0,HOMEIMPROVEMENT,2600,5.99,1,0.05,N,7
31,33276,RENT,2.0,MEDICAL,8400,18.43,1,0.25,Y,5
29,63000,MORTGAGE,5.0,MEDICAL,7400,10.99,0,0.12,N,10
28,63000,MORTGAGE,7.0,HOMEIMPROVEMENT,6400,14.79,0,0.1,N,9
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,4000,6.99,0,0.06,N,7
27,63000,MORTGAGE,12.0,PERSONAL,18000,7.49,0,0.29,N,9
27,37000,RENT,7.0,MEDICAL,8400,9.91,0,0.23,N,7
34,33500,RENT,4.0,MEDICAL,8400,10.99,1,0.25,N,9
33,41000,RENT,2.0,MEDICAL,8400,11.71,0,0.2,N,6
32,63000,MORTGAGE,6.0,PERSONAL,8000,6.17,0,0.13,N,8
28,63000,MORTGAGE,1.0,HOMEIMPROVEMENT,11500,9.99,0,0.18,N,8
27,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,4500,8.88,0,0.07,N,7
32,42000,RENT,0.0,DEBTCONSOLIDATION,8400,7.88,0,0.2,N,9
28,63000,MORTGAGE,3.0,VENTURE,13500,13.23,0,0.21,N,5
29,63000,OWN,13.0,HOMEIMPROVEMENT,15000,,0,0.24,N,7
29,63000,OWN,0.0,MEDICAL,9000,,0,0.14,N,9
35,49872,RENT,2.0,VENTURE,8400,7.29,0,0.17,N,9
30,57000,MORTGAGE,3.0,MEDICAL,9000,17.93,1,0.16,Y,6
30,63000,MORTGAGE,2.0,EDUCATION,8000,10.25,0,0.13,N,6
34,63000,MORTGAGE,3.0,DEBTCONSOLIDATION,15000,10.99,0,0.24,N,9
33,63000,OWN,2.0,EDUCATION,12800,7.88,0,0.2,N,10
32,50400,RENT,11.0,EDUCATION,8400,12.42,0,0.17,N,7
27,51000,RENT,1.0,HOMEIMPROVEMENT,8400,10.71,0,0.16,N,5
28,63000,MORTGAGE,1.0,HOMEIMPROVEMENT,8000,12.73,0,0.13,N,9
29,63000,MORTGAGE,5.0,HOMEIMPROVEMENT,5000,11.14,0,0.08,N,9
31,63000,MORTGAGE,3.0,VENTURE,7000,13.92,0,0.11,N,7
29,52000,RENT,3.0,VENTURE,8400,5.79,0,0.16,N,6
29,63000,MORTGAGE,6.0,HOMEIMPROVEMENT,25000,11.48,0,0.4,N,8
32,63000,MORTGAGE,12.0,EDUCATION,7000,13.57,0,0.11,Y,7
27,52800,RENT,2.0,VENTURE,8400,11.86,0,0.16,N,10
27,63000,OTHER,2.0,DEBTCONSOLIDATION,4500,9.63,0,0.07,N,8
27,49600,RENT,2.0,EDUCATION,8400,,1,0.17,N,5
27,63000,MORTGAGE,11.0,PERSONAL,2500,7.68,0,0.04,N,7
30,57996,RENT,2.0,DEBTCONSOLIDATION,8400,12.98,0,0.14,Y,8
33,57000,MORTGAGE,3.0,EDUCATION,10000,15.68,1,0.18,Y,8
30,52576,RENT,3.0,HOMEIMPROVEMENT,8400,7.49,1,0.16,N,6
28,63000,MORTGAGE,0.0,EDUCATION,5000,13.67,0,0.08,Y,7
27,63000,OWN,2.0,MEDICAL,9500,8.07,0,0.15,N,6
27,65000,RENT,4.0,EDUCATION,8400,6.99,0,0.13,N,5
32,65280,RENT,0.0,PERSONAL,8400,13.61,0,0.13,N,9
31,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,24000,11.83,0,0.38,N,6
27,63344,MORTGAGE,3.0,HOMEIMPROVEMENT,8000,11.36,0,0.13,N,10
27,71000,RENT,11.0,EDUCATION,8400,12.61,0,0.12,Y,10
28,66000,RENT,12.0,DEBTCONSOLIDATION,8400,7.51,1,0.13,N,8
29,63440,OWN,7.0,EDUCATION,20000,8.9,0,0.32,N,10
34,63500,MORTGAGE,18.0,HOMEIMPROVEMENT,5125,8.49,0,0.08,N,5
28,75000,RENT,4.0,DEBTCONSOLIDATION,8400,11.14,1,0.11,N,5
30,63500,MORTGAGE,9.0,VENTURE,12000,15.33,0,0.19,Y,9
34,102000,RENT,4.0,EDUCATION,8400,17.19,0,0.08,Y,10
27,57504,MORTGAGE,11.0,MEDICAL,17000,12.18,1,0.3,N,8
28,63550,MORTGAGE,12.0,HOMEIMPROVEMENT,12500,,0,0.2,N,10
28,63600,MORTGAGE,12.0,DEBTCONSOLIDATION,3000,,0,0.05,N,7
35,57600,MORTGAGE,19.0,PERSONAL,2000,6.76,1,0.03,N,9
31,19200,RENT,5.0,HOMEIMPROVEMENT,8500,,1,0.44,N,6
33,63600,MORTGAGE,,DEBTCONSOLIDATION,8500,13.23,0,0.13,N,8
28,20000,RENT,2.0,MEDICAL,8500,8.88,1,0.42,N,10
29,63755,MORTGAGE,14.0,MEDICAL,3000,,0,0.05,Y,10
30,98000,RENT,14.0,PERSONAL,8525,10.78,1,0.09,N,9
30,63830,MORTGAGE,2.0,HOMEIMPROVEMENT,15000,17.99,0,0.23,N,5
27,63844,MORTGAGE,11.0,DEBTCONSOLIDATION,20000,6.54,0,0.31,N,10
29,27840,RENT,0.0,PERSONAL,8575,19.42,1,0.31,N,8
33,63996,MORTGAGE,15.0,DEBTCONSOLIDATION,3200,5.42,0,0.05,N,6
29,63996,OWN,8.0,PERSONAL,12000,12.61,0,0.19,N,5
27,35000,RENT,11.0,VENTURE,8575,15.27,0,0.24,N,6
34,63996,MORTGAGE,2.0,EDUCATION,6400,8.0,0,0.1,N,9
27,30000,RENT,2.0,EDUCATION,8600,7.51,0,0.29,N,8
27,32000,RENT,2.0,MEDICAL,8600,16.02,1,0.27,Y,6
35,35000,RENT,10.0,PERSONAL,8600,15.99,0,0.25,N,5
30,64000,MORTGAGE,3.0,HOMEIMPROVEMENT,10200,6.62,0,0.16,N,8
30,43200,RENT,6.0,VENTURE,8600,11.36,0,0.2,N,5
27,30000,RENT,4.0,PERSONAL,8650,8.94,0,0.29,N,6
31,60682,RENT,3.0,PERSONAL,8650,8.49,0,0.14,N,8
28,64000,MORTGAGE,7.0,EDUCATION,7000,11.71,0,0.11,N,9
28,64000,MORTGAGE,5.0,VENTURE,12000,6.03,0,0.19,N,8
28,28320,RENT,4.0,VENTURE,8700,14.61,1,0.31,N,10
30,32004,RENT,2.0,PERSONAL,8700,15.58,1,0.27,N,10
32,40320,RENT,4.0,MEDICAL,8700,12.61,0,0.22,Y,5
29,45000,RENT,4.0,EDUCATION,8700,7.88,0,0.19,N,9
31,58000,MORTGAGE,15.0,DEBTCONSOLIDATION,16000,,1,0.28,N,8
27,64000,MORTGAGE,11.0,MEDICAL,3500,11.99,0,0.05,N,8
33,64000,MORTGAGE,3.0,VENTURE,8800,7.49,0,0.14,N,5
28,64000,MORTGAGE,4.0,PERSONAL,8825,5.99,0,0.14,N,5
27,68000,RENT,4.0,HOMEIMPROVEMENT,8700,7.88,0,0.13,N,5
34,64000,MORTGAGE,2.0,EDUCATION,9000,6.92,0,0.14,N,6
31,59000,RENT,2.0,HOMEIMPROVEMENT,8750,12.68,0,0.15,N,9
35,64000,MORTGAGE,11.0,DEBTCONSOLIDATION,14500,7.66,0,0.23,N,6
34,64000,MORTGAGE,1.0,MEDICAL,7200,7.29,0,0.11,N,7
27,65000,RENT,5.0,MEDICAL,8750,9.63,0,0.13,N,5
28,64000,MORTGAGE,3.0,VENTURE,7200,7.29,0,0.11,N,8
27,64000,OWN,11.0,VENTURE,5000,5.79,0,0.08,N,5
34,42240,RENT,3.0,PERSONAL,8775,13.06,0,0.21,Y,6
27,64000,MORTGAGE,0.0,MEDICAL,8000,5.79,0,0.13,N,5
34,64000,MORTGAGE,2.0,HOMEIMPROVEMENT,8000,6.91,0,0.13,N,6
32,145000,RENT,2.0,PERSONAL,8800,10.59,0,0.06,N,7
28,64000,MORTGAGE,3.0,VENTURE,5000,13.23,0,0.08,Y,7
32,64000,MORTGAGE,2.0,EDUCATION,8000,6.76,0,0.13,N,7
32,24000,RENT,0.0,VENTURE,9000,15.62,1,0.38,N,7
33,58000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,10.62,1,0.26,N,5
34,24000,RENT,0.0,EDUCATION,9000,11.14,1,0.38,N,8
32,64000,MORTGAGE,3.0,HOMEIMPROVEMENT,13000,7.88,0,0.2,N,7
31,64000,MORTGAGE,15.0,EDUCATION,24000,10.25,0,0.38,N,5
31,64000,MORTGAGE,15.0,DEBTCONSOLIDATION,20000,,0,0.31,Y,5
35,58000,MORTGAGE,4.0,MEDICAL,15000,13.99,1,0.26,Y,9
28,64049,MORTGAGE,7.0,EDUCATION,20000,12.69,0,0.31,N,7
33,28200,RENT,2.0,EDUCATION,9000,,1,0.32,N,8
33,64197,MORTGAGE,7.0,MEDICAL,7600,12.99,0,0.12,N,7
30,64300,MORTGAGE,4.0,HOMEIMPROVEMENT,14000,15.33,0,0.22,Y,10
29,64320,MORTGAGE,13.0,MEDICAL,8000,6.03,0,0.12,N,9
35,30000,RENT,0.0,MEDICAL,9000,13.92,0,0.3,Y,7
29,32000,RENT,5.0,PERSONAL,9000,16.77,0,0.28,N,5
27,32000,RENT,4.0,MEDICAL,9000,11.48,1,0.28,N,8
31,64500,MORTGAGE,5.0,EDUCATION,7000,7.88,0,0.11,N,5
27,64500,MORTGAGE,6.0,VENTURE,24000,11.83,0,0.37,N,5
30,32400,RENT,0.0,PERSONAL,9000,11.22,0,0.28,N,10
35,64500,MORTGAGE,7.0,MEDICAL,4500,12.53,0,0.07,N,9
29,64548,MORTGAGE,3.0,MEDICAL,15000,,0,0.23,N,7
33,34000,RENT,3.0,VENTURE,9000,14.17,1,0.26,Y,10
31,34000,RENT,1.0,PERSONAL,9000,11.48,0,0.26,N,5
30,34000,RENT,3.0,PERSONAL,9000,,0,0.26,N,8
28,64700,MORTGAGE,4.0,EDUCATION,12000,,0,0.19,N,7
29,29000,RENT,1.0,HOMEIMPROVEMENT,9000,6.54,1,0.31,N,9
32,35000,RENT,0.0,MEDICAL,9000,8.59,0,0.26,N,6
29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,5000,11.71,1,0.09,N,6
30,64800,MORTGAGE,7.0,EDUCATION,5600,10.99,0,0.09,N,8
31,29000,RENT,5.0,MEDICAL,9000,15.37,1,0.31,N,9
27,64800,MORTGAGE,12.0,VENTURE,6500,,0,0.1,N,6
35,58800,MORTGAGE,5.0,MEDICAL,12000,15.7,1,0.2,N,9
34,58800,MORTGAGE,3.0,HOMEIMPROVEMENT,17000,17.74,1,0.29,N,10
29,30000,RENT,7.0,HOMEIMPROVEMENT,9000,6.91,1,0.3,N,8
29,64992,MORTGAGE,4.0,EDUCATION,2500,9.62,0,0.04,N,6
31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,23200,7.9,0,0.36,N,10
28,65000,MORTGAGE,5.0,MEDICAL,4500,15.96,0,0.07,Y,9
